More Info|Industry: Jewelry Stores |Services|Jewelry Stores
ALKADIA.BO|Alka Diamond Industries Ltd |Services|Jewelry Stores
MLAMY.PA|Arthur Maury |Services|Jewelry Stores
1120.HK|Arts Optical Int'l |Services|Jewelry Stores
ASTAR.BO|Asian Star Co Ltd |Services|Jewelry Stores
ATP.AX|Atlas Pearls and Perfumes Ltd |Services|Jewelry Stores
BIJ.DE|Bijou Brigitte AG |Services|Jewelry Stores
BGI|Birks Group Inc. |Services|Jewelry Stores
BVJ.DE|Blue Nile Inc |Services|Jewelry Stores
NILE|Blue Nile Inc. |Services|Jewelry Stores
BC.MI|Brunello Cucinelli SpA |Services|Jewelry Stores
BB2.DE|Burberry Group PLC |Services|Jewelry Stores
BRBY.L|Burberry Group PLC |Services|Jewelry Stores
CMAHENDRA.NS|C Mahendra Exports Ltd |Services|Jewelry Stores
CTHR|Charles & Colvard Ltd. |Services|Jewelry Stores
0116.HK|Chow Sang Sang Holdings |Services|Jewelry Stores
CDI.PA|Christian Dior SA |Services|Jewelry Stores
DIO.DE|Christian Dior SA |Services|Jewelry Stores
RITN.DE|CIE FINANCIERE RICHEMONT SA |Services|Jewelry Stores
CTZ.DE|Citizen Holdings Co Ltd |Services|Jewelry Stores
CJR.DE|Citychamp |Services|Jewelry Stores
CLASSIC.NS|Classic Diamonds (India) Ltd |Services|Jewelry Stores
CLASSICD.BO|Classic Diamonds (India) Ltd |Services|Jewelry Stores
COY.DE|Coach Inc |Services|Jewelry Stores
0513.HK|Continental Holdings Ltd. |Services|Jewelry Stores
C41.SI|Cortina Holdings Limted |Services|Jewelry Stores
4D1.DE|Damiani |Services|Jewelry Stores
DMN.MI|Damiani |Services|Jewelry Stores
DGSE|DGSE Companies Inc. |Services|Jewelry Stores
0113.HK|Dickson Concepts |Services|Jewelry Stores
PRECIMET.BO|Dot Com Global Ltd |Services|Jewelry Stores
0887.HK|Emperor Watch & Jewellery |Services|Jewelry Stores
EPU.DE|Emperor Watch & Jewellery Ltd |Services|Jewelry Stores
CEDA.DE|Fantastic Co AG |Services|Jewelry Stores
MLPOI.PA|France Tourisme Immobilier SA |Services|Jewelry Stores
GITANJALI.BO|Gitanjali Gems Ltd |Services|Jewelry Stores
GITANJALI.NS|Gitanjali Gems Ltd |Services|Jewelry Stores
GDJL.BO|Goenka Diamond & Jewels Ltd. |Services|Jewelry Stores
GOLDIAM.NS|Goldiam International Ltd |Services|Jewelry Stores
GOLDIAMINT.BO|Goldiam International Ltd |Services|Jewelry Stores
GOLKUNDIA.BO|Golkunda Diamonds |Services|Jewelry Stores
HMI.DE|Herm̬s International |Services|Jewelry Stores
RMS.PA|Herm̬s International |Services|Jewelry Stores
2882.HK|Hong Kong Resources |Services|Jewelry Stores
E5P.SI|Hour Glass Ltd |Services|Jewelry Stores
CHOO.L|Jimmy Choo PLC |Services|Jewelry Stores
E9L.SI|Joyas International |Services|Jewelry Stores
KDDL.BO|KDDL Ltd |Services|Jewelry Stores
8172.HK|KH Investment Holdings Ltd. |Services|Jewelry Stores
280-OL.HK|King Fook Holdings Ltd. |Services|Jewelry Stores
8351.HK|Larry Jewelry |Services|Jewelry Stores
LADIAMO.BO|Laser Diamonds Ltd |Services|Jewelry Stores
LOV.AX|Lovisa Holdings Ltd |Services|Jewelry Stores
LVMH.MI|LVMH Moet Hennessy Louis |Services|Jewelry Stores
MC.PA|LVMH Moet Hennessy Louis |Services|Jewelry Stores
MCNV.PA|LVMH Moet Hennessy Louis |Services|Jewelry Stores
MOH.DE|LVMH Moet Hennessy Louis |Services|Jewelry Stores
MDNL|Maiden Lane Jewelry, Ltd. |Services|Jewelry Stores
MHI.NZ|Michael Hill International Ltd |Services|Jewelry Stores
MVF.DE|Ming Fung Jewellery Group Ltd |Services|Jewelry Stores
0860.HK|Ming Fung Jewellery Group Ltd. |Services|Jewelry Stores
MINID.BO|Mini Diamonds (India) Ltd |Services|Jewelry Stores
NARBADA.BO|Narbada Gems & Jewellery Ltd |Services|Jewelry Stores
NOGMIND.BO|Neogem India Ltd |Services|Jewelry Stores
0475.HK|Noble Jewelry Holdings Ltd. |Services|Jewelry Stores
NUGN|NuGene International, Inc. |Services|Jewelry Stores
NUVL|Nuvel Holdings, Inc. |Services|Jewelry Stores
NUVL|Nuvel Holdings, Inc. |Services|Jewelry Stores
OFAB.ST|Online Brands Nordic AB |Services|Jewelry Stores
SLVERSM.BO|Orosil Smiths India Ltd |Services|Jewelry Stores
PNDORA.CO|Pandora AS |Services|Jewelry Stores
RAJESHEXP.NS|Rajesh Exports Ltd |Services|Jewelry Stores
RAJESHX.BO|Rajesh Exports Ltd |Services|Jewelry Stores
RCG.AX|RCG Corp Ltd |Services|Jewelry Stores
RJL.BO|Renaissance Jewellery Ltd |Services|Jewelry Stores
RJL.NS|Renaissance Jewellery Ltd |Services|Jewelry Stores
NATRAJFIN.BO|Royal India Corp Ltd |Services|Jewelry Stores
SBNT.BO|S B & T International Ltd |Services|Jewelry Stores
JPA.DE|SAKHA DIAMOND Corp. |Services|Jewelry Stores
SFER.MI|Salvatore Ferragamo SpA |Services|Jewelry Stores
SHEETAL.BO|Sheetal Diamonds Ltd |Services|Jewelry Stores
SGJHL.BO|Shree Ganesh Jewellery |Services|Jewelry Stores
SGJHL.NS|Shree Ganesh Jewellery |Services|Jewelry Stores
SHRENUJ.BO|Shrenuj & Company Ltd |Services|Jewelry Stores
SHRENUJ.NS|Shrenuj & Company Ltd |Services|Jewelry Stores
SKRABUL.BO|Shukra Bullions Ltd |Services|Jewelry Stores
SHUKJEW.BO|Shukra Jewellery Ltd |Services|Jewelry Stores
SIG.L|Signet Group Ltd |Services|Jewelry Stores
SIG|Signet Jewelers Limited |Services|Jewelry Stores
SZ2.DE|Signet Jewelers Ltd |Services|Jewelry Stores
0444.HK|Sincere Watch (Hong Kong) Ltd. |Services|Jewelry Stores
SJCORP.BO|SJ Corp Ltd |Services|Jewelry Stores
SOVERDIA.BO|Sovereign Diamonds Ltd |Services|Jewelry Stores
SRSLTD.NS|SRS Ltd |Services|Jewelry Stores
SUNRAJDI.BO|Sunraj Diamond Exports Ltd |Services|Jewelry Stores
SURANACO.BO|Surana Corp Ltd |Services|Jewelry Stores
SURANACOR.NS|Surana Corp Ltd |Services|Jewelry Stores
SCENARIO.BO|SVP Global Ventures Ltd |Services|Jewelry Stores
SHYAMST.BO|Swarnsarita Gems Ltd |Services|Jewelry Stores
SVGEMS.BO|Swasti Vinayaka |Services|Jewelry Stores
UHR.DE|Swatch Group AG |Services|Jewelry Stores
UHRN.DE|Swatch Group AG |Services|Jewelry Stores
AVCOTEX.BO|Tavernier Resources Ltd |Services|Jewelry Stores
TECN3.SA|Technos SA |Services|Jewelry Stores
THANGAMAY.NS|Thangamayil Jewellery Ltd |Services|Jewelry Stores
TMJL.BO|Thangamayil Jewellery Ltd |Services|Jewelry Stores
TIF.DE|Tiffany & Co |Services|Jewelry Stores
TIFF34.SA|Tiffany & Co |Services|Jewelry Stores
TIF|Tiffany & Co. |Services|Jewelry Stores
TIMEX.BO|Timex Group India Ltd |Services|Jewelry Stores
TITAN.BO|Titan Industries Ltd |Services|Jewelry Stores
TBZ.NS|Tribhovandas Bhimji Zaveri Ltd |Services|Jewelry Stores
0417.HK|Tse Sui Luen Jewellery |Services|Jewelry Stores
VAIBHAVG.BO|Vaibhav Global Ltd |Services|Jewelry Stores
VAIBHAVGE.NS|Vaibhav Global Ltd |Services|Jewelry Stores
WHITEDIA.BO|White Diamond Industries Ltd |Services|Jewelry Stores
SURAJDIAM.NS|Winsome Diamonds |Services|Jewelry Stores
SURAJDIAMO.BO|Winsome Diamonds |Services|Jewelry Stores
GJF.DE|Zhong Fa Zhan Holdings Ltd. |Services|Jewelry Stores
ZODIACJR.BO|Zodiac JRD- MKJ Ltd |Services|Jewelry Stores
ZODJRDMKJ.NS|Zodiac JRD- MKJ Ltd |Services|Jewelry Stores
